TrueDistance,PredictedDistance,RSSI,Class
2.70,3.18,-62.15,Far
2.70,4.09,-64.92,Far
2.70,4.90,-66.92,Far
2.70,4.28,-65.42,Far
2.70,4.09,-64.92,Far
2.70,4.66,-66.37,Far
2.70,4.26,-65.39,Far
2.70,3.90,-64.39,Far
2.70,3.80,-64.11,Far
2.70,4.18,-65.18,Far
2.70,3.94,-64.51,Far
2.70,3.85,-64.27,Far
2.70,3.75,-63.98,Far
2.70,1.84,-56.09,Near
2.70,2.25,-58.34,Far
2.70,4.06,-64.86,Far
2.70,3.28,-62.48,Far
2.70,3.19,-62.19,Far
2.70,4.16,-65.12,Far
2.70,3.61,-63.54,Far
2.70,3.23,-62.34,Far
2.70,3.19,-62.19,Far
2.70,3.73,-63.92,Far
2.70,3.64,-63.64,Far
2.70,4.05,-64.82,Far
2.70,1.80,-55.85,Near
2.70,2.14,-57.76,Near
2.70,3.81,-64.14,Far
2.70,5.15,-67.48,Far
2.70,4.06,-64.85,Far
2.70,3.84,-64.22,Far
2.70,4.58,-66.18,Far
2.70,4.32,-65.53,Far
2.70,4.12,-65.01,Far
2.70,4.61,-66.25,Far
2.70,4.18,-65.18,Far
2.70,4.02,-64.73,Far
2.70,4.37,-65.65,Far
2.70,4.05,-64.83,Far
2.70,3.95,-64.55,Far
2.70,4.33,-65.56,Far
2.70,4.06,-64.85,Far
2.70,3.97,-64.61,Far
2.70,4.26,-65.37,Far
2.70,4.00,-64.69,Far
2.70,4.29,-65.46,Far
2.70,4.20,-65.21,Far
2.70,4.47,-65.91,Far
2.70,4.24,-65.33,Far
2.70,4.08,-64.89,Far
2.70,4.01,-64.70,Far
2.70,4.25,-65.36,Far
2.70,4.06,-64.85,Far
2.70,4.00,-64.67,Far
2.70,3.93,-64.49,Far
2.70,4.15,-65.08,Far
2.70,3.96,-64.57,Far
2.70,3.88,-64.36,Far
2.70,1.69,-55.21,Near
2.70,2.07,-57.41,Near
2.70,1.93,-56.65,Near
2.70,1.86,-56.25,Near
2.70,2.03,-57.18,Near
2.70,1.96,-56.82,Near
2.70,2.07,-57.42,Near
2.70,2.13,-57.74,Near
2.70,1.72,-55.38,Near
2.70,2.27,-58.42,Far
2.70,3.86,-64.28,Far
2.70,3.15,-62.05,Far
2.70,3.04,-61.65,Far
2.70,3.88,-64.34,Far
2.70,1.84,-56.13,Near
2.70,1.69,-55.15,Near
2.70,1.94,-56.68,Near
2.70,1.87,-56.28,Near
2.70,2.03,-57.20,Near
2.70,2.15,-57.82,Near
2.70,2.04,-57.28,Near
2.70,3.26,-62.43,Far
2.70,5.98,-69.12,Far
2.70,7.71,-71.92,Far
2.80,2.82,-60.81,Far
2.80,2.83,-60.85,Far
2.80,2.86,-60.98,Far
2.80,2.81,-60.78,Far
2.80,2.75,-60.55,Far
2.80,2.78,-60.65,Far
2.80,2.81,-60.78,Far
2.80,2.76,-60.59,Far
2.80,2.79,-60.69,Far
2.80,2.82,-60.82,Far
2.80,2.76,-60.59,Far
2.80,2.78,-60.68,Far
2.80,2.82,-60.82,Far
2.80,2.85,-60.94,Far
2.80,2.81,-60.79,Far
2.80,2.84,-60.91,Far
2.80,2.78,-60.68,Far
2.80,2.74,-60.49,Far
2.80,2.75,-60.55,Far
2.80,2.79,-60.69,Far
2.80,2.74,-60.50,Far
2.80,2.76,-60.60,Far
2.80,2.78,-60.66,Far
2.80,2.81,-60.79,Far
2.80,2.76,-60.60,Far
2.80,2.78,-60.66,Far
2.80,2.81,-60.79,Far
2.80,2.81,-60.80,Far
2.80,2.77,-60.61,Far
2.80,2.80,-60.74,Far
2.80,2.82,-60.83,Far
2.80,2.85,-60.96,Far
2.80,2.79,-60.72,Far
2.80,2.81,-60.77,Far
2.80,2.84,-60.90,Far
2.80,2.78,-60.66,Far
2.80,2.79,-60.72,Far
2.80,2.83,-60.85,Far
2.80,2.86,-60.97,Far
2.80,2.79,-60.70,Far
2.80,2.80,-60.75,Far
2.80,2.75,-60.56,Far
2.80,2.71,-60.38,Far
2.80,2.72,-60.44,Far
2.80,2.76,-60.58,Far
2.80,2.71,-60.40,Far
2.80,2.73,-60.46,Far
2.80,2.76,-60.57,Far
2.80,2.79,-60.70,Far
2.80,2.73,-60.48,Far
2.80,2.78,-60.66,Far
2.80,2.84,-60.91,Far
2.80,2.79,-60.71,Far
2.80,2.83,-60.88,Far
2.80,2.79,-60.69,Far
2.80,2.73,-60.46,Far
2.80,2.74,-60.52,Far
2.80,2.78,-60.66,Far
2.80,2.73,-60.48,Far
2.80,2.76,-60.58,Far
2.80,2.78,-60.67,Far
2.80,2.73,-60.45,Far
2.80,2.75,-60.55,Far
2.80,2.79,-60.69,Far
2.80,2.82,-60.82,Far
2.80,2.77,-60.63,Far
2.80,2.78,-60.68,Far
2.80,2.82,-60.81,Far
2.80,2.85,-60.94,Far
2.80,2.81,-60.78,Far
2.80,2.83,-60.87,Far
2.80,2.88,-61.04,Far
2.80,2.81,-60.80,Far
2.80,2.84,-60.92,Far
2.80,2.88,-61.05,Far
2.80,2.83,-60.85,Far
2.80,2.84,-60.89,Far
2.80,2.87,-61.02,Far
2.80,2.82,-60.82,Far
2.80,2.84,-60.90,Far
2.80,2.86,-60.99,Far
2.80,2.88,-61.07,Far
2.80,2.94,-61.30,Far
2.80,2.97,-61.41,Far
2.80,2.92,-61.20,Far
2.80,2.95,-61.31,Far
2.80,2.89,-61.10,Far
2.80,2.84,-60.89,Far
2.80,2.85,-60.94,Far
2.80,2.88,-61.06,Far
2.80,2.90,-61.14,Far
2.80,2.92,-61.21,Far
2.80,2.95,-61.32,Far
2.80,2.89,-61.11,Far
2.80,2.91,-61.18,Far
2.80,2.94,-61.30,Far
2.80,2.96,-61.37,Far
2.80,2.99,-61.47,Far
2.80,2.93,-61.25,Far
2.80,2.88,-61.04,Far
2.90,3.74,-63.94,Far
2.90,3.74,-63.94,Far
2.90,3.81,-64.14,Far
2.90,3.81,-64.14,Far
2.90,3.74,-63.93,Far
2.90,3.67,-63.73,Far
2.90,3.75,-63.98,Far
2.90,3.76,-63.99,Far
2.90,3.69,-63.79,Far
2.90,3.69,-63.79,Far
2.90,3.69,-63.80,Far
2.90,3.63,-63.61,Far
2.90,3.70,-63.83,Far
2.90,3.70,-63.83,Far
2.90,3.64,-63.64,Far
2.90,3.71,-63.85,Far
2.90,3.71,-63.86,Far
2.90,3.65,-63.67,Far
2.90,3.59,-63.48,Far
2.90,3.59,-63.50,Far
2.90,3.54,-63.32,Far
2.90,3.62,-63.59,Far
2.90,3.69,-63.80,Far
2.90,3.70,-63.81,Far
2.90,3.62,-63.58,Far
2.90,3.73,-63.92,Far
2.90,3.73,-63.92,Far
2.90,3.67,-63.72,Far
2.90,3.74,-63.93,Far
2.90,3.74,-63.94,Far
2.90,3.67,-63.74,Far
2.90,3.62,-63.59,Far
2.90,3.70,-63.81,Far
2.90,3.68,-63.77,Far
2.90,3.75,-63.98,Far
2.90,3.84,-64.22,Far
2.90,3.83,-64.21,Far
2.90,3.76,-64.01,Far
2.90,3.76,-64.01,Far
2.90,3.76,-64.00,Far
2.90,3.70,-63.81,Far
2.90,3.78,-64.05,Far
2.90,3.71,-63.85,Far
2.90,3.78,-64.06,Far
2.90,3.78,-64.05,Far
2.90,3.71,-63.85,Far
2.90,3.71,-63.86,Far
2.90,3.66,-63.70,Far
2.90,3.73,-63.92,Far
2.90,3.73,-63.92,Far
2.90,3.67,-63.72,Far
2.90,3.60,-63.53,Far
2.90,3.69,-63.79,Far
2.90,3.68,-63.76,Far
2.90,3.62,-63.57,Far
2.90,3.70,-63.83,Far
2.90,3.77,-64.03,Far
2.90,3.77,-64.03,Far
2.90,3.83,-64.19,Far
2.90,3.82,-64.18,Far
2.90,3.82,-64.18,Far
2.90,3.90,-64.41,Far
2.90,3.87,-64.32,Far
2.90,3.10,-61.88,Far
2.90,2.86,-60.97,Far
2.90,3.48,-63.14,Far
2.90,3.53,-63.31,Far
2.90,3.31,-62.60,Far
2.90,3.60,-63.51,Far
2.90,3.83,-64.20,Far
2.90,3.82,-64.18,Far
2.90,3.64,-63.65,Far
2.90,3.81,-64.15,Far
2.90,3.81,-64.14,Far
2.90,3.67,-63.72,Far
2.90,3.83,-64.20,Far
2.90,3.83,-64.19,Far
2.90,4.59,-66.20,Far
2.90,4.53,-66.05,Far
2.90,4.35,-65.60,Far
2.90,4.19,-65.19,Far
2.90,4.30,-65.48,Far
2.90,4.26,-65.39,Far
2.90,4.13,-65.04,Far
2.90,4.25,-65.36,Far
2.90,4.35,-65.61,Far
2.90,4.30,-65.47,Far
2.90,4.17,-65.14,Far
2.90,4.26,-65.39,Far
2.90,4.24,-65.32,Far
2.90,4.20,-65.21,Far
2.90,4.08,-64.91,Far
2.90,4.05,-64.82,Far
2.90,3.95,-64.55,Far
2.90,4.08,-64.89,Far
2.90,4.69,-66.44,Far
2.90,4.55,-66.10,Far
2.90,4.64,-66.32,Far
2.90,4.52,-66.04,Far
2.90,4.60,-66.22,Far
3.00,3.00,-61.51,Far
3.00,2.91,-61.17,Far
3.00,2.91,-61.16,Far
3.00,3.01,-61.55,Far
3.00,2.92,-61.22,Far
3.00,2.92,-61.21,Far
3.00,3.04,-61.64,Far
3.00,2.95,-61.31,Far
3.00,2.93,-61.25,Far
3.00,3.03,-61.62,Far
3.00,2.94,-61.30,Far
3.00,3.04,-61.67,Far
3.00,2.96,-61.35,Far
3.00,2.94,-61.29,Far
3.00,3.04,-61.65,Far
3.00,2.95,-61.34,Far
3.00,2.95,-61.32,Far
3.00,3.05,-61.68,Far
3.00,2.96,-61.36,Far
3.00,2.88,-61.06,Far
3.00,2.87,-61.02,Far
3.00,2.97,-61.39,Far
3.00,2.89,-61.08,Far
3.00,2.89,-61.08,Far
3.00,2.89,-61.08,Far
3.00,2.98,-61.44,Far
3.00,2.90,-61.14,Far
3.00,2.89,-61.09,Far
3.00,2.98,-61.45,Far
3.00,3.09,-61.84,Far
3.00,3.01,-61.56,Far
3.00,3.01,-61.54,Far
3.00,2.93,-61.24,Far
3.00,2.85,-60.94,Far
3.00,2.84,-60.91,Far
3.00,2.94,-61.27,Far
3.00,2.85,-60.94,Far
3.00,2.84,-60.90,Far
3.00,2.83,-60.87,Far
3.00,2.93,-61.23,Far
3.00,2.85,-60.94,Far
3.00,2.84,-60.90,Far
3.00,2.94,-61.27,Far
3.00,3.03,-61.62,Far
3.00,3.02,-61.59,Far
3.00,3.12,-61.93,Far
3.00,3.03,-61.61,Far
3.00,2.95,-61.31,Far
3.00,2.93,-61.26,Far
3.00,3.03,-61.61,Far
3.00,2.95,-61.34,Far
3.00,2.94,-61.29,Far
3.00,2.92,-61.20,Far
3.00,3.01,-61.55,Far
3.00,2.93,-61.25,Far
3.00,2.92,-61.20,Far
3.00,3.01,-61.55,Far
3.00,3.12,-61.93,Far
3.00,3.03,-61.61,Far
3.00,3.01,-61.55,Far
3.00,3.10,-61.88,Far
3.00,3.02,-61.57,Far
3.00,2.94,-61.27,Far
3.00,2.92,-61.22,Far
3.00,3.02,-61.57,Far
3.00,2.97,-61.38,Far
3.00,2.95,-61.33,Far
3.00,3.10,-61.87,Far
3.00,3.01,-61.56,Far
3.00,3.00,-61.50,Far
3.00,3.08,-61.80,Far
3.00,2.99,-61.49,Far
3.00,2.98,-61.43,Far
3.00,3.07,-61.77,Far
3.00,2.99,-61.46,Far
3.00,2.91,-61.16,Far
3.00,2.89,-61.11,Far
3.00,3.00,-61.51,Far
3.00,2.92,-61.21,Far
3.00,2.91,-61.16,Far
3.00,3.00,-61.51,Far
3.00,3.09,-61.85,Far
3.00,3.01,-61.54,Far
3.00,3.00,-61.52,Far
3.00,3.11,-61.90,Far
3.00,3.09,-61.82,Far
3.00,3.18,-62.15,Far
3.00,1.75,-55.54,Near
3.00,2.10,-57.59,Near
3.00,2.25,-58.35,Far
3.00,2.90,-61.15,Far
3.00,2.56,-59.76,Far
3.00,2.57,-59.80,Far
3.00,2.97,-61.39,Far
3.00,3.28,-62.48,Far
3.00,3.00,-61.52,Far
3.00,2.96,-61.36,Far
3.00,3.22,-62.28,Far
3.00,3.42,-62.95,Far
3.00,3.20,-62.22,Far
3.10,5.29,-67.77,Far
3.10,5.20,-67.58,Far
3.10,5.30,-67.79,Far
3.10,5.27,-67.72,Far
3.10,5.22,-67.61,Far
3.10,5.28,-67.75,Far
3.10,5.34,-67.88,Far
3.10,5.33,-67.84,Far
3.10,5.25,-67.69,Far
3.10,5.22,-67.62,Far
3.10,5.19,-67.56,Far
3.10,5.13,-67.42,Far
3.10,5.19,-67.56,Far
3.10,5.18,-67.54,Far
3.10,5.11,-67.39,Far
3.10,5.07,-67.30,Far
3.10,5.16,-67.49,Far
3.10,5.13,-67.43,Far
3.10,5.07,-67.29,Far
3.10,5.15,-67.48,Far
3.10,5.22,-67.62,Far
3.10,5.76,-68.71,Far
3.10,5.66,-68.52,Far
3.10,5.74,-68.66,Far
3.10,5.68,-68.56,Far
3.10,5.75,-68.69,Far
3.10,4.86,-66.83,Far
3.10,4.50,-65.99,Far
3.10,5.34,-67.88,Far
3.10,5.98,-69.12,Far
3.10,5.66,-68.51,Far
3.10,5.37,-67.93,Far
3.10,4.64,-66.32,Far
3.10,4.39,-65.71,Far
3.10,4.30,-65.49,Far
3.10,4.45,-65.85,Far
3.10,4.30,-65.49,Far
3.10,4.21,-65.25,Far
3.10,4.65,-66.35,Far
3.10,4.74,-66.56,Far
3.10,4.67,-66.38,Far
3.10,4.65,-66.34,Far
3.10,4.60,-66.22,Far
3.10,4.59,-66.20,Far
3.10,4.55,-66.10,Far
3.10,4.71,-66.48,Far
3.10,4.69,-66.44,Far
3.10,4.68,-66.41,Far
3.10,4.64,-66.32,Far
3.10,4.63,-66.30,Far
3.10,4.60,-66.22,Far
3.10,4.59,-66.20,Far
3.10,4.54,-66.08,Far
3.10,4.54,-66.07,Far
3.10,4.49,-65.96,Far
3.10,4.60,-66.23,Far
3.10,4.60,-66.22,Far
3.10,4.53,-66.05,Far
3.10,4.63,-66.30,Far
3.10,4.62,-66.28,Far
3.10,4.58,-66.17,Far
3.10,4.66,-66.36,Far
3.10,4.65,-66.34,Far
3.10,4.60,-66.23,Far
3.10,4.60,-66.22,Far
3.10,4.56,-66.12,Far
3.10,4.55,-66.11,Far
3.10,4.52,-66.02,Far
3.10,4.62,-66.28,Far
3.10,4.64,-66.32,Far
3.10,4.61,-66.26,Far
3.10,4.59,-66.20,Far
3.10,4.59,-66.20,Far
3.10,4.56,-66.14,Far
3.10,4.67,-66.39,Far
3.10,4.61,-66.25,Far
3.10,4.62,-66.28,Far
3.10,4.56,-66.14,Far
3.10,4.51,-66.01,Far
3.10,4.58,-66.18,Far
3.10,4.59,-66.21,Far
3.10,4.54,-66.08,Far
3.10,4.61,-66.24,Far
3.10,4.69,-66.44,Far
3.10,4.70,-66.46,Far
3.10,4.66,-66.36,Far
3.10,4.81,-66.71,Far
3.10,4.79,-66.68,Far
3.10,4.79,-66.66,Far
3.10,4.72,-66.51,Far
3.10,4.80,-66.69,Far
3.10,4.79,-66.66,Far
3.10,4.74,-66.55,Far
3.10,4.68,-66.41,Far
3.10,4.69,-66.43,Far
3.10,4.65,-66.34,Far
3.10,4.72,-66.52,Far
3.10,4.80,-66.70,Far
3.10,4.81,-66.72,Far
3.10,4.76,-66.61,Far
3.20,3.88,-64.34,Far
3.20,4.28,-65.43,Far
3.20,4.35,-65.61,Far
3.20,3.76,-64.00,Far
3.20,4.10,-64.95,Far
3.20,4.13,-65.04,Far
3.20,4.16,-65.12,Far
3.20,1.31,-52.40,Near
3.20,2.97,-61.40,Far
3.20,2.14,-57.80,Near
3.20,2.80,-60.74,Far
3.20,2.36,-58.84,Far
3.20,6.72,-70.41,Far
3.20,6.89,-70.68,Far
3.20,6.38,-69.84,Far
3.20,4.14,-65.06,Far
3.20,4.68,-66.41,Far
3.20,4.79,-66.67,Far
3.20,4.87,-66.86,Far
3.20,4.07,-64.87,Far
3.20,4.37,-65.67,Far
3.20,4.47,-65.91,Far
3.20,1.32,-52.45,Near
3.20,1.19,-51.32,Near
3.20,6.73,-70.43,Far
3.20,5.84,-68.85,Far
3.20,3.41,-62.91,Far
3.20,4.34,-65.58,Far
3.20,4.45,-65.85,Far
3.20,3.51,-63.25,Far
3.20,3.93,-64.49,Far
3.20,4.05,-64.81,Far
3.20,4.14,-65.06,Far
3.20,3.60,-63.51,Far
3.20,3.90,-64.41,Far
3.20,3.98,-64.63,Far
3.20,4.24,-65.32,Far
3.20,4.87,-66.85,Far
3.20,2.41,-59.11,Far
3.20,3.59,-63.49,Far
3.20,4.32,-65.54,Far
3.20,4.44,-65.83,Far
3.20,3.50,-63.22,Far
3.20,3.98,-64.62,Far
3.20,4.09,-64.92,Far
3.20,4.22,-65.27,Far
3.20,3.69,-63.80,Far
3.20,4.00,-64.67,Far
3.20,4.10,-64.96,Far
3.20,3.67,-63.73,Far
3.20,3.33,-62.67,Far
3.20,4.95,-67.04,Far
3.20,2.44,-59.22,Far
3.20,3.61,-63.56,Far
3.20,4.44,-65.84,Far
3.20,4.61,-66.26,Far
3.20,3.68,-63.75,Far
3.20,4.14,-65.07,Far
3.20,4.59,-66.19,Far
3.20,4.67,-66.40,Far
3.20,1.30,-52.26,Near
3.20,3.07,-61.78,Far
3.20,3.67,-63.74,Far
3.20,4.03,-64.77,Far
3.20,3.16,-62.08,Far
3.20,3.72,-63.88,Far
3.20,3.87,-64.32,Far
3.20,3.32,-62.64,Far
3.20,2.92,-61.21,Far
3.20,3.26,-62.43,Far
3.20,3.39,-62.86,Far
3.20,3.06,-61.73,Far
3.20,3.33,-62.66,Far
3.20,3.48,-63.15,Far
3.20,3.21,-62.26,Far
3.20,3.44,-63.01,Far
3.20,3.65,-63.67,Far
3.20,3.72,-63.88,Far
3.20,3.87,-64.32,Far
3.20,3.95,-64.54,Far
3.20,4.00,-64.68,Far
3.20,3.71,-63.86,Far
3.20,3.88,-64.36,Far
3.20,3.93,-64.50,Far
3.20,4.09,-64.94,Far
3.20,5.02,-67.18,Far
3.20,2.45,-59.29,Far
3.20,3.63,-63.62,Far
3.20,4.46,-65.88,Far
3.20,4.63,-66.29,Far
3.20,3.63,-63.61,Far
3.20,7.55,-71.69,Far
3.20,6.47,-69.99,Far
3.20,6.11,-69.36,Far
3.20,4.01,-64.70,Far
3.20,4.56,-66.13,Far
3.20,4.55,-66.11,Far
3.20,3.70,-63.81,Far
3.20,4.15,-65.09,Far
3.20,4.23,-65.31,Far
3.30,3.69,-63.78,Far
3.30,3.76,-63.99,Far
3.30,3.73,-63.91,Far
3.30,3.70,-63.83,Far
3.30,3.68,-63.76,Far
3.30,3.74,-63.93,Far
3.30,3.71,-63.85,Far
3.30,3.69,-63.78,Far
3.30,3.74,-63.95,Far
3.30,3.72,-63.87,Far
3.30,3.69,-63.79,Far
3.30,3.76,-64.00,Far
3.30,3.83,-64.20,Far
3.30,3.80,-64.11,Far
3.30,3.77,-64.03,Far
3.30,3.83,-64.19,Far
3.30,3.79,-64.10,Far
3.30,3.77,-64.02,Far
3.30,3.73,-63.90,Far
3.30,3.79,-64.10,Far
3.30,3.77,-64.02,Far
3.30,3.74,-63.94,Far
3.30,3.70,-63.82,Far
3.30,3.77,-64.03,Far
3.30,3.74,-63.94,Far
3.30,3.72,-63.87,Far
3.30,3.78,-64.07,Far
3.30,3.84,-64.23,Far
3.30,3.81,-64.14,Far
3.30,3.78,-64.05,Far
3.30,3.85,-64.25,Far
3.30,3.81,-64.16,Far
3.30,3.79,-64.08,Far
3.30,3.85,-64.27,Far
3.30,3.82,-64.18,Far
3.30,3.79,-64.09,Far
3.30,3.85,-64.25,Far
3.30,3.81,-64.16,Far
3.30,3.77,-64.03,Far
3.30,3.84,-64.23,Far
3.30,3.91,-64.42,Far
3.30,3.86,-64.29,Far
3.30,3.83,-64.19,Far
3.30,3.90,-64.39,Far
3.30,3.86,-64.29,Far
3.30,3.83,-64.20,Far
3.30,3.91,-64.43,Far
3.30,3.87,-64.33,Far
3.30,3.83,-64.20,Far
3.30,3.88,-64.35,Far
3.30,3.85,-64.26,Far
3.30,3.80,-64.13,Far
3.30,3.87,-64.32,Far
3.30,3.84,-64.23,Far
3.30,3.81,-64.14,Far
3.30,3.77,-64.02,Far
3.30,3.84,-64.22,Far
3.30,3.80,-64.13,Far
3.30,3.77,-64.04,Far
3.30,3.75,-63.96,Far
3.30,3.81,-64.16,Far
3.30,3.77,-64.04,Far
3.30,3.74,-63.95,Far
3.30,3.81,-64.16,Far
3.30,3.78,-64.07,Far
3.30,3.76,-63.99,Far
3.30,3.81,-64.15,Far
3.30,3.78,-64.06,Far
3.30,3.75,-63.98,Far
3.30,3.82,-64.18,Far
3.30,3.79,-64.09,Far
3.30,3.76,-64.01,Far
3.30,3.74,-63.93,Far
3.30,3.80,-64.13,Far
3.30,3.78,-64.05,Far
3.30,3.75,-63.96,Far
3.30,3.72,-63.89,Far
3.30,3.79,-64.09,Far
3.30,3.78,-64.05,Far
3.30,3.73,-63.92,Far
3.30,3.79,-64.09,Far
3.30,3.76,-64.00,Far
3.30,3.83,-64.20,Far
3.30,3.91,-64.44,Far
3.30,3.88,-64.34,Far
3.30,3.94,-64.52,Far
3.30,3.89,-64.38,Far
3.30,3.86,-64.29,Far
3.30,3.91,-64.44,Far
3.30,3.88,-64.34,Far
3.30,3.85,-64.25,Far
3.30,3.81,-64.16,Far
3.30,3.88,-64.35,Far
3.30,3.85,-64.26,Far
3.30,3.82,-64.17,Far
3.30,3.88,-64.36,Far
3.30,3.93,-64.50,Far
3.30,3.90,-64.40,Far
3.30,3.87,-64.31,Far
3.30,3.91,-64.42,Far
3.40,3.47,-63.12,Far
3.40,3.47,-63.12,Far
3.40,3.43,-62.99,Far
3.40,3.38,-62.83,Far
3.40,3.43,-63.00,Far
3.40,3.40,-62.88,Far
3.40,3.45,-63.04,Far
3.40,3.46,-63.08,Far
3.40,3.46,-63.08,Far
3.40,3.41,-62.92,Far
3.40,3.47,-63.12,Far
3.40,3.47,-63.11,Far
3.40,3.42,-62.95,Far
3.40,3.38,-62.83,Far
3.40,3.43,-63.00,Far
3.40,3.43,-63.00,Far
3.40,3.40,-62.88,Far
3.40,3.46,-63.08,Far
3.40,3.51,-63.24,Far
3.40,3.46,-63.07,Far
3.40,3.51,-63.23,Far
3.40,3.50,-63.22,Far
3.40,3.50,-63.21,Far
3.40,3.55,-63.36,Far
3.40,3.54,-63.35,Far
3.40,3.50,-63.21,Far
3.40,3.46,-63.08,Far
3.40,3.51,-63.24,Far
3.40,3.51,-63.23,Far
3.40,3.47,-63.10,Far
3.40,3.52,-63.26,Far
3.40,3.56,-63.41,Far
3.40,3.52,-63.27,Far
3.40,3.57,-63.42,Far
3.40,3.56,-63.40,Far
3.40,3.56,-63.39,Far
3.40,3.60,-63.53,Far
3.40,3.60,-63.51,Far
3.40,3.55,-63.37,Far
3.40,3.50,-63.20,Far
3.40,3.54,-63.35,Far
3.40,3.50,-63.21,Far
3.40,3.55,-63.37,Far
3.40,3.60,-63.51,Far
3.40,3.59,-63.49,Far
3.40,3.53,-63.31,Far
3.40,3.58,-63.46,Far
3.40,3.57,-63.44,Far
3.40,3.57,-63.42,Far
3.40,3.53,-63.29,Far
3.40,3.57,-63.43,Far
3.40,3.57,-63.42,Far
3.40,3.57,-63.44,Far
3.40,3.52,-63.26,Far
3.40,3.51,-63.25,Far
3.40,3.47,-63.12,Far
3.40,3.52,-63.28,Far
3.40,3.58,-63.47,Far
3.40,3.58,-63.45,Far
3.40,3.61,-63.55,Far
3.40,3.67,-63.73,Far
3.40,3.66,-63.70,Far
3.40,3.61,-63.55,Far
3.40,3.62,-63.57,Far
3.40,3.57,-63.43,Far
3.40,3.63,-63.61,Far
3.40,3.62,-63.58,Far
3.40,3.57,-63.44,Far
3.40,3.62,-63.58,Far
3.40,3.61,-63.56,Far
3.40,3.57,-63.42,Far
3.40,3.61,-63.56,Far
3.40,3.61,-63.54,Far
3.40,3.56,-63.40,Far
3.40,3.61,-63.54,Far
3.40,3.60,-63.52,Far
3.40,3.55,-63.38,Far
3.40,3.51,-63.24,Far
3.40,3.57,-63.43,Far
3.40,3.57,-63.42,Far
3.40,3.52,-63.28,Far
3.40,3.58,-63.47,Far
3.40,3.53,-63.29,Far
3.40,3.57,-63.44,Far
3.40,3.57,-63.42,Far
3.40,3.56,-63.40,Far
3.40,3.56,-63.39,Far
3.40,3.49,-63.17,Far
3.40,3.45,-63.05,Far
3.40,3.50,-63.20,Far
3.40,3.50,-63.20,Far
3.40,3.44,-63.03,Far
3.40,3.49,-63.19,Far
3.40,3.49,-63.18,Far
3.40,3.46,-63.09,Far
3.40,3.51,-63.25,Far
3.40,3.50,-63.20,Far
3.40,3.49,-63.19,Far
3.40,3.55,-63.38,Far
3.40,3.55,-63.37,Far
3.50,3.45,-63.04,Far
3.50,3.45,-63.04,Far
3.50,3.41,-62.92,Far
3.50,3.45,-63.04,Far
3.50,3.45,-63.04,Far
3.50,3.48,-63.16,Far
3.50,3.48,-63.15,Far
3.50,3.48,-63.15,Far
3.50,3.44,-63.02,Far
3.50,3.48,-63.14,Far
3.50,3.48,-63.14,Far
3.50,3.44,-63.01,Far
3.50,3.39,-62.85,Far
3.50,3.43,-62.98,Far
3.50,3.43,-62.98,Far
3.50,3.39,-62.86,Far
3.50,3.43,-62.98,Far
3.50,3.47,-63.10,Far
3.50,3.47,-63.10,Far
3.50,3.42,-62.94,Far
3.50,3.45,-63.06,Far
3.50,3.49,-63.18,Far
3.50,3.49,-63.17,Far
3.50,3.45,-63.04,Far
3.50,3.48,-63.16,Far
3.50,3.48,-63.15,Far
3.50,3.48,-63.15,Far
3.50,3.52,-63.26,Far
3.50,3.51,-63.25,Far
3.50,3.46,-63.08,Far
3.50,3.42,-62.96,Far
3.50,3.48,-63.16,Far
3.50,3.48,-63.15,Far
3.50,3.43,-62.99,Far
3.50,3.47,-63.11,Far
3.50,3.50,-63.22,Far
3.50,3.50,-63.21,Far
3.50,3.44,-63.01,Far
3.50,3.47,-63.13,Far
3.50,3.47,-63.12,Far
3.50,3.47,-63.12,Far
3.50,3.43,-62.99,Far
3.50,3.48,-63.15,Far
3.50,3.48,-63.15,Far
3.50,3.44,-63.02,Far
3.50,3.39,-62.86,Far
3.50,3.44,-63.02,Far
3.50,3.44,-63.02,Far
3.50,3.39,-62.86,Far
3.50,3.43,-62.99,Far
3.50,3.47,-63.11,Far
3.50,3.42,-62.94,Far
3.50,3.46,-63.07,Far
3.50,3.45,-63.06,Far
3.50,3.45,-63.06,Far
3.50,3.42,-62.94,Far
3.50,3.45,-63.06,Far
3.50,3.45,-63.06,Far
3.50,3.40,-62.90,Far
3.50,3.37,-62.78,Far
3.50,3.41,-62.91,Far
3.50,3.41,-62.91,Far
3.50,3.35,-62.72,Far
3.50,3.38,-62.81,Far
3.50,3.42,-62.94,Far
3.50,3.42,-62.94,Far
3.50,3.37,-62.78,Far
3.50,3.37,-62.79,Far
3.50,3.37,-62.80,Far
3.50,3.34,-62.69,Far
3.50,3.38,-62.82,Far
3.50,3.35,-62.71,Far
3.50,3.30,-62.56,Far
3.50,3.34,-62.70,Far
3.50,3.35,-62.71,Far
3.50,3.30,-62.56,Far
3.50,3.33,-62.66,Far
3.50,3.37,-62.79,Far
3.50,3.37,-62.80,Far
3.50,3.41,-62.93,Far
3.50,3.42,-62.97,Far
3.50,3.38,-62.81,Far
3.50,3.42,-62.94,Far
3.50,3.42,-62.94,Far
3.50,3.37,-62.78,Far
3.50,3.32,-62.63,Far
3.50,3.35,-62.73,Far
3.50,3.35,-62.74,Far
3.50,3.31,-62.59,Far
3.50,3.34,-62.68,Far
3.50,3.34,-62.70,Far
